"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1032","Cancel on the overview returns to the catalog and keeps the cart","SauceDemoSuite","Wed Sep 23 06:06:20 UTC 2026","passed","Wed Sep 23 06:06:21 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromOverviewKeepsCart"
"","297","Name A to Z sorts the catalog ascending","SauceDemoSuite","Wed Sep 23 06:06:04 UTC 2026","passed","Wed Sep 23 06:06:04 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByNameAscending"
"","1621","The catalog menu, sort order, social links, and footer are available","SauceDemoSuite","Wed Sep 23 06:06:33 UTC 2026","passed","Wed Sep 23 06:06:35 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","checkHomepageContent"
"","305","Adding two products sets the badge and cart lines to 2","SauceDemoSuite","Wed Sep 23 06:06:09 UTC 2026","passed","Wed Sep 23 06:06:09 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddMultipleProducts"
"","217","A wrong username with the valid password is rejected","SauceDemoSuite","Wed Sep 23 06:05:59 UTC 2026","passed","Wed Sep 23 06:05:59 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongUsernameOnly"
"","373","A standard user can sign in","SauceDemoSuite","Wed Sep 23 06:06:33 UTC 2026","passed","Wed Sep 23 06:06:33 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testLogin"
"","334","Price high to low sorts the catalog by descending price","SauceDemoSuite","Wed Sep 23 06:06:05 UTC 2026","passed","Wed Sep 23 06:06:05 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testSortByPriceHighToLow"
"","223","Removing the only cart line leaves the cart empty","SauceDemoSuite","Wed Sep 23 06:06:14 UTC 2026","passed","Wed Sep 23 06:06:15 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveItemFromCart"
"","1079","Finish shows the thank-you header","SauceDemoSuite","Wed Sep 23 06:06:28 UTC 2026","passed","Wed Sep 23 06:06:29 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testFinishShowsThankYouHeader"
"","44","The footer shows the Sauce Labs copyright line","SauceDemoSuite","Wed Sep 23 06:06:02 UTC 2026","passed","Wed Sep 23 06:06:02 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testFooterIsDisplayed"
"","969","Values already entered stay on the form when a later field is missing","SauceDemoSuite","Wed Sep 23 06:06:27 UTC 2026","passed","Wed Sep 23 06:06:27 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testEnteredValuesStayWhenValidationFails"
"","126","Add to cart switches the button to Remove and shows a badge of 1","SauceDemoSuite","Wed Sep 23 06:06:09 UTC 2026","passed","Wed Sep 23 06:06:09 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddSingleItemUpdatesBadgeAndButton"
"","510","Overview total equals subtotal plus tax","SauceDemoSuite","Wed Sep 23 06:06:31 UTC 2026","passed","Wed Sep 23 06:06:31 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testTotalEqualsSubtotalPlusTax"
"","343","The cart still holds an item after returning to the catalog","SauceDemoSuite","Wed Sep 23 06:06:12 UTC 2026","passed","Wed Sep 23 06:06:13 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsWhenReturningToProducts"
"","208","Valid credentials land on the inventory page","SauceDemoSuite","Wed Sep 23 06:05:58 UTC 2026","passed","Wed Sep 23 06:05:59 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testValidLogin"
"","329","Changing the catalog sort does not drop items already in the cart","SauceDemoSuite","Wed Sep 23 06:06:12 UTC 2026","passed","Wed Sep 23 06:06:12 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsAfterSorting"
"","1059","Overview subtotal matches the prices of the cart items","SauceDemoSuite","Wed Sep 23 06:06:30 UTC 2026","passed","Wed Sep 23 06:06:31 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testSubtotalMatchesItemPrices"
"","262","Refreshing the inventory page keeps the logged-in session","SauceDemoSuite","Wed Sep 23 06:05:58 UTC 2026","passed","Wed Sep 23 06:05:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testSessionSurvivesRefresh"
"","658","Closing the error hides the message and stays on login","SauceDemoSuite","Wed Sep 23 06:05:54 UTC 2026","passed","Wed Sep 23 06:05:55 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testDismissLoginError"
"","789","Cancel on the information step returns to the cart and keeps the item","SauceDemoSuite","Wed Sep 23 06:06:19 UTC 2026","passed","Wed Sep 23 06:06:20 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromInformationReturnsToCart"
"","334","A product can be reviewed and added to the cart","SauceDemoSuite","Wed Sep 23 06:06:35 UTC 2026","passed","Wed Sep 23 06:06:35 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddToCart"
"","222","The cart lists the added product with quantity 1 and its price","SauceDemoSuite","Wed Sep 23 06:06:13 UTC 2026","passed","Wed Sep 23 06:06:13 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartShowsAddedProduct"
"","227","A valid username with the wrong password is rejected","SauceDemoSuite","Wed Sep 23 06:05:59 UTC 2026","passed","Wed Sep 23 06:05:59 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongPasswordOnly"
"","1073","Logout returns the user to the login form","SauceDemoSuite","Wed Sep 23 06:05:57 UTC 2026","passed","Wed Sep 23 06:05:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLogoutReturnsToLoginForm"
"","206","An empty cart can still open checkout","SauceDemoSuite","Wed Sep 23 06:06:22 UTC 2026","passed","Wed Sep 23 06:06:22 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutFromEmptyCartOpensInformationForm"
"","921","A missing last name is reported after the first name is filled","SauceDemoSuite","Wed Sep 23 06:06:23 UTC 2026","passed","Wed Sep 23 06:06:24 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresLastName"
"","1033","Every catalog product can be added and then removed from the cart","SauceDemoSuite","Wed Sep 23 06:06:07 UTC 2026","passed","Wed Sep 23 06:06:08 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddAllThenRemoveAll"
"","338","Adding a product from its details page updates the cart badge","SauceDemoSuite","Wed Sep 23 06:06:09 UTC 2026","passed","Wed Sep 23 06:06:10 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddToCartFromProductDetails"
"","22","The cart icon is visible and empty before anything is added","SauceDemoSuite","Wed Sep 23 06:06:02 UTC 2026","passed","Wed Sep 23 06:06:02 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testCartIconStartsEmpty"
"","10","The catalog lists every standard product","SauceDemoSuite","Wed Sep 23 06:06:03 UTC 2026","passed","Wed Sep 23 06:06:03 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductCount"
