"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1063","Finish shows the thank-you header","SauceDemoSuite","Tue Sep 22 16:24:25 UTC 2026","passed","Tue Sep 22 16:24:26 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testFinishShowsThankYouHeader"
"","156","Back to products returns to the catalog","SauceDemoSuite","Tue Sep 22 16:24:08 UTC 2026","passed","Tue Sep 22 16:24:08 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testBackToProducts"
"","968","Valid customer information opens the overview","SauceDemoSuite","Tue Sep 22 16:24:29 UTC 2026","passed","Tue Sep 22 16:24:30 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testValidInformationOpensOverview"
"","497","Overview total equals subtotal plus tax","SauceDemoSuite","Tue Sep 22 16:24:28 UTC 2026","passed","Tue Sep 22 16:24:28 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testTotalEqualsSubtotalPlusTax"
"","251","A valid username with the wrong password is rejected","SauceDemoSuite","Tue Sep 22 16:23:58 UTC 2026","passed","Tue Sep 22 16:23:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongPasswordOnly"
"","252","Removing one of two cart lines leaves the other product","SauceDemoSuite","Tue Sep 22 16:24:12 UTC 2026","passed","Tue Sep 22 16:24:12 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testRemoveOneOfMultipleCartItems"
"","250","Adding two products sets the badge and cart lines to 2","SauceDemoSuite","Tue Sep 22 16:24:07 UTC 2026","passed","Tue Sep 22 16:24:07 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddMultipleProducts"
"","137","Inventory cannot be opened without a session","SauceDemoSuite","Tue Sep 22 16:23:55 UTC 2026","passed","Tue Sep 22 16:23:55 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInventoryRedirectsWhenLoggedOut"
"","216","A blank username asks for the username","SauceDemoSuite","Tue Sep 22 16:23:56 UTC 2026","passed","Tue Sep 22 16:23:56 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsername"
"","1047","Overview subtotal matches the prices of the cart items","SauceDemoSuite","Tue Sep 22 16:24:27 UTC 2026","passed","Tue Sep 22 16:24:28 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testSubtotalMatchesItemPrices"
"","723","Checkout rejects an empty form, then completes a valid order","SauceDemoSuite","Tue Sep 22 16:24:33 UTC 2026","passed","Tue Sep 22 16:24:33 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testCheckout"
"","437","A missing postal code is reported after the name fields are filled","SauceDemoSuite","Tue Sep 22 16:24:22 UTC 2026","passed","Tue Sep 22 16:24:22 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresPostalCode"
"","10","Inventory heading is Products","SauceDemoSuite","Tue Sep 22 16:24:03 UTC 2026","passed","Tue Sep 22 16:24:03 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductsHeading"
"","518","The complete page shows the dispatch message","SauceDemoSuite","Tue Sep 22 16:24:22 UTC 2026","passed","Tue Sep 22 16:24:23 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCompletePageShowsDispatchMessage"
"","186","Blank username and password report the username first","SauceDemoSuite","Tue Sep 22 16:23:56 UTC 2026","passed","Tue Sep 22 16:23:56 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsernameAndPassword"
"","217","A wrong username with the valid password is rejected","SauceDemoSuite","Tue Sep 22 16:23:58 UTC 2026","passed","Tue Sep 22 16:23:58 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testWrongUsernameOnly"
"","99","The same product cannot be added a second time while it is in the cart","SauceDemoSuite","Tue Sep 22 16:24:07 UTC 2026","passed","Tue Sep 22 16:24:07 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddButtonTogglesInsteadOfDuplicating"
"","281","Changing the catalog sort does not drop items already in the cart","SauceDemoSuite","Tue Sep 22 16:24:09 UTC 2026","passed","Tue Sep 22 16:24:10 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsAfterSorting"
"","36","The footer shows the Sauce Labs copyright line","SauceDemoSuite","Tue Sep 22 16:24:01 UTC 2026","passed","Tue Sep 22 16:24:01 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testFooterIsDisplayed"
