"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","538","Finish shows the thank-you header","SauceDemoSuite","Tue Sep 22 16:18:31 UTC 2026","passed","Tue Sep 22 16:18:32 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testFinishShowsThankYouHeader"
"","310","Cancel on the information step returns to the cart and keeps the item","SauceDemoSuite","Tue Sep 22 16:18:24 UTC 2026","passed","Tue Sep 22 16:18:24 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCancelFromInformationReturnsToCart"
"","217","Valid credentials land on the inventory page","SauceDemoSuite","Tue Sep 22 16:18:03 UTC 2026","passed","Tue Sep 22 16:18:04 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testValidLogin"
"","438","A missing postal code is reported after the name fields are filled","SauceDemoSuite","Tue Sep 22 16:18:28 UTC 2026","passed","Tue Sep 22 16:18:28 UTC 2026","Tests.CheckoutTests","Checkout","Tests.CheckoutTests","testCheckoutRequiresPostalCode"
"","147","Blank username and password report the username first","SauceDemoSuite","Tue Sep 22 16:18:01 UTC 2026","passed","Tue Sep 22 16:18:01 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankUsernameAndPassword"
"","19","Inventory heading is Products","SauceDemoSuite","Tue Sep 22 16:18:08 UTC 2026","passed","Tue Sep 22 16:18:08 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testProductsHeading"
"","329","A product can be reviewed and added to the cart","SauceDemoSuite","Tue Sep 22 16:18:37 UTC 2026","passed","Tue Sep 22 16:18:37 UTC 2026","Tests.SauceDemoTest","E2E Test","Tests.SauceDemoTest","testAddToCart"
"","232","Unknown username and password show the mismatch error","SauceDemoSuite","Tue Sep 22 16:18:00 UTC 2026","passed","Tue Sep 22 16:18:00 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testInvalidLogin"
"","42","The footer shows the Sauce Labs copyright line","SauceDemoSuite","Tue Sep 22 16:18:07 UTC 2026","passed","Tue Sep 22 16:18:07 UTC 2026","Tests.HomepageTests","Homepage","Tests.HomepageTests","testFooterIsDisplayed"
"","187","A blank password asks for the password","SauceDemoSuite","Tue Sep 22 16:18:00 UTC 2026","passed","Tue Sep 22 16:18:01 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLoginWithBlankPassword"
"","1571","Logout returns the user to the login form","SauceDemoSuite","Tue Sep 22 16:18:01 UTC 2026","passed","Tue Sep 22 16:18:03 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testLogoutReturnsToLoginForm"
"","238","Whitespace around the username is not trimmed into a valid login","SauceDemoSuite","Tue Sep 22 16:18:03 UTC 2026","passed","Tue Sep 22 16:18:03 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testUsernameWithSurroundingSpaces"
"","264","Adding two products sets the badge and cart lines to 2","SauceDemoSuite","Tue Sep 22 16:18:13 UTC 2026","passed","Tue Sep 22 16:18:13 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testAddMultipleProducts"
"","941","The cart is still populated after logout and a new login","SauceDemoSuite","Tue Sep 22 16:18:15 UTC 2026","passed","Tue Sep 22 16:18:16 UTC 2026","Tests.CartTests","Cart","Tests.CartTests","testCartPersistsAfterLogoutAndLogin"
"","26","Password characters are masked","SauceDemoSuite","Tue Sep 22 16:18:03 UTC 2026","passed","Tue Sep 22 16:18:03 UTC 2026","Tests.LoginPageTests","Login","Tests.LoginPageTests","testPasswordFieldIsMasked"
